Date,Market,Purity,USD,EUR,GBP,INR,AED,CNY
2003-01,Dubai,18K,269.06,237.89,164.56,12518.95,988.23,2227.0
2012-05,Mumbai,18K,1239.48,,782.0,66154.53,4552.6,7819.79
1986-05,London,22K,333.18,318.24,227.46,4189.19,1224.52,1152.48
2002-05,Kolkata,24K,304.74,322.74,202.84,14801.9,1119.29,2522.28
2010-06,Dubai,22K,1115.22,842.61,721.68,50981.45,4096.08,7543.82
2002-02,New York,22K,284.73,301.55,189.53,13830.16,1045.81,2356.69
2020-02,Mumbai,22K,,1423.88,1267.56,120598.6,5974.74,11219.24
2000-12,Delhi,22K,255.17,276.78,168.53,11457.46,937.21,2112.38
1997-03,Chennai,24K,336.05,296.68,205.29,12178.56,1234.2,2785.9
1986-01,Chennai,18K,271.32,259.15,185.23,3411.39,997.16,938.5
1994-11,Mumbai,18K,299.44,248.94,195.5,9394.22,1088.51,
1996-04,Kolkata,18K,,229.59,189.92,10469.94,1087.0,2460.74
1982-06,Mumbai,18K,286.81,264.11,164.71,2715.74,,708.16
1985-08,Chennai,22K,291.02,361.45,225.89,3565.47,1065.95,849.91
1984-01,Chennai,24K,352.86,416.56,263.89,3978.32,1295.64,906.3
2021-03,Mumbai,18K,1350.37,1141.66,981.67,99830.17,4960.09,8709.52
1983-05,Mumbai,22K,384.68,399.42,253.56,3877.56,1414.17,841.4
2018-01,Dubai,22K,1144.48,968.73,856.77,,4203.77,7560.52
2002-02,London,18K,233.23,247.0,155.25,11328.58,856.64,1930.42
1985-07,Chennai,24K,316.15,392.66,245.39,3873.32,1157.99,923.29
2007-01,Chennai,18K,525.94,383.32,262.45,21698.22,1931.35,3996.87
1982-01,Mumbai,18K,277.11,255.17,159.14,2623.84,,684.19
1982-06,New York,18K,286.5,263.82,164.53,2712.75,1052.49,707.38
1999-10,Kolkata,22K,261.45,245.34,161.52,11257.01,960.3,2164.37
2009-10,Dubai,22K,888.13,636.65,567.39,42930.68,,6066.84
1988-01,Mumbai,22K,397.17,320.14,223.31,5490.74,1458.26,1478.39
1999-09,Delhi,18K,,196.57,,9019.1,769.39,1734.09
2016-12,Mumbai,18K,924.45,834.76,685.39,62099.26,3395.5,6138.89
2013-02,Delhi,24K,1388.82,1046.88,889.46,80932.23,5101.12,8545.95
2013-06,New York,24K,1400.74,1055.86,897.1,81627.04,5144.92,8619.32
1986-10,Dubai,24K,369.82,353.22,252.47,4649.78,1359.15,1279.19
1978-07,Chennai,18K,143.85,92.76,74.85,1845.59,865.53,689.07
1999-11,London,22K,253.37,237.76,156.53,10909.29,930.64,2097.52
1980-04,Delhi,24K,621.67,382.61,266.88,4888.1,2304.94,937.45
2005-02,Chennai,24K,451.6,364.11,248.79,19914.64,1658.67,3698.08
1983-09,London,18K,319.44,331.68,210.56,3219.92,1174.33,698.69
1983-06,Chennai,18K,322.11,334.45,212.32,3246.84,1184.15,704.53
2003-09,Mumbai,22K,329.62,291.43,201.6,15336.85,,2728.28
2017-08,Chennai,18K,909.77,806.22,706.35,59243.03,3341.55,6147.48
1995-02,Delhi,22K,348.55,264.95,220.85,11289.29,1280.16,2910.46
2013-06,Chennai,24K,1372.81,1034.81,879.21,79999.36,5042.32,8447.44
2000-12,Delhi,22K,264.89,287.33,174.95,11893.99,972.92,2192.86
2008-05,London,18K,668.84,455.01,361.74,28969.9,2456.57,4651.65
2013-02,New York,18K,1072.3,808.29,686.75,62487.57,3938.56,6598.31
1993-10,London,22K,332.71,278.62,221.65,10359.34,1222.43,1920.67
1979-05,Mumbai,24K,299.9,182.16,140.85,2442.97,1145.68,912.11
2001-06,Kolkata,24K,272.38,304.36,189.19,12851.75,1000.43,2254.49
1987-09,Kolkata,24K,457.34,375.19,279.28,5905.46,1682.42,1700.94
2016-03,Delhi,18K,949.24,857.15,703.77,63764.45,3486.55,6303.51
1984-09,Kolkata,24K,357.77,422.36,267.57,4033.68,1313.68,918.92
1987-09,New York,18K,343.39,,209.7,4434.08,1263.23,1277.14
1978-08,Kolkata,18K,146.89,94.72,76.43,1884.64,883.84,703.65
2001-09,Mumbai,24K,272.95,304.99,189.58,12878.43,1002.51,2259.17
2002-08,Mumbai,22K,284.05,300.82,189.07,13796.82,1043.29,2351.01
1979-08,Chennai,24K,309.96,188.27,145.57,2524.89,1184.09,942.69
2021-07,Kolkata,24K,1801.91,1523.41,1309.93,133211.64,6618.66,11621.83
1999-11,Kolkata,18K,213.6,200.44,131.96,9196.66,784.54,1768.23
2021-11,Dubai,22K,1671.38,1413.06,1215.04,123562.35,6139.23,10779.99
1990-02,Delhi,24K,380.1,280.39,,6637.13,1395.08,1810.61
1980-12,Dubai,24K,609.44,375.08,261.63,4792.0,2259.62,919.02
2015-03,London,24K,1139.6,1026.86,745.6,73036.33,4185.75,7157.01
2014-07,Delhi,24K,1251.18,941.38,,76317.64,4595.62,7708.46
2001-11,Mumbai,22K,255.79,285.82,177.67,12068.78,939.49,2117.14
1996-11,Dubai,18K,290.64,225.46,,10281.66,1067.45,2416.48
1979-04,Mumbai,18K,227.77,138.35,106.97,1855.43,870.14,692.74
2010-04,London,18K,901.17,680.88,583.16,41196.21,3309.89,6095.88
1985-04,Dubai,18K,240.18,298.31,186.43,2942.58,879.73,701.43
1991-07,New York,18K,273.46,210.16,155.13,6209.38,1003.66,1454.94
1988-05,Chennai,24K,432.67,348.75,243.27,5981.44,1588.58,1610.52
1988-11,Dubai,18K,325.34,262.24,182.92,4497.65,1194.51,1211.0
2014-06,Dubai,22K,,887.97,715.86,71987.54,4334.87,7271.09
2010-02,Mumbai,18K,931.45,703.76,602.76,42580.53,3421.11,6300.72
1990-01,New York,24K,380.49,280.68,214.23,6644.04,1396.53,1812.5
2017-11,Delhi,22K,1158.44,1026.59,899.42,75435.86,,7827.76
1999-04,New York,22K,258.54,242.62,159.73,11131.87,949.62,2140.31
2003-11,New York,18K,272.01,240.5,166.37,12656.5,999.09,2251.47
1979-11,New York,18K,,136.88,105.83,1835.68,860.88,685.37
1985-06,Dubai,18K,236.45,293.67,183.53,2896.86,866.06,690.53
1989-01,Chennai,18K,277.68,237.33,169.71,4483.4,1020.68,1045.84
2002-01,New York,22K,280.58,297.15,186.77,13628.58,1030.56,2322.34
2009-08,Chennai,18K,727.03,521.16,464.46,35143.04,2670.3,4966.31
2008-06,Delhi,18K,641.75,436.58,347.09,27796.37,2357.06,4463.22
2012-04,Dubai,18K,1287.61,1001.95,812.37,68723.76,4729.4,8123.48
2009-06,New York,18K,720.78,516.68,460.47,34841.18,2647.37,4923.66
1981-07,New York,22K,418.97,329.24,207.1,3618.65,1542.68,845.35
2003-11,New York,24K,360.81,319.02,220.68,16788.35,1325.26,2986.49
1994-02,London,22K,346.22,287.83,226.04,10861.95,1258.57,2979.84
1991-08,London,18K,270.56,207.93,153.49,6143.55,993.02,1439.52
2013-06,Chennai,24K,1372.81,1034.81,879.21,79999.36,5042.32,8447.44
1978-04,Kolkata,18K,151.5,97.69,78.83,1943.77,911.57,725.73
1978-08,Kolkata,18K,146.89,94.72,76.43,1884.64,883.84,703.65
1980-08,London,22K,564.3,347.3,242.25,4437.07,2092.26,850.95
2007-03,London,18K,518.45,377.85,258.71,21388.98,1903.83,3939.91
2007-05,Dubai,24K,691.15,503.72,344.89,28514.06,2538.03,5252.37
2003-01,Kolkata,18K,274.38,242.59,167.81,12766.45,1007.77,2271.03
2000-04,New York,18K,206.27,223.74,136.24,9261.92,757.62,1707.6
1991-06,Dubai,22K,333.15,256.04,189.0,7564.85,1222.76,1772.54
1991-12,New York,22K,335.9,258.15,190.55,7627.21,1232.84,1787.16
1994-11,Mumbai,22K,346.64,288.18,226.32,10875.13,1260.1,2983.46
1991-08,New York,24K,368.63,283.3,,8370.45,1352.97,1961.31
1985-07,New York,22K,291.43,361.96,226.21,3570.49,1067.46,851.11
1999-12,Mumbai,22K,256.26,240.47,158.31,11033.53,941.24,2121.4
2017-04,Mumbai,18K,929.57,823.76,721.72,60532.12,3414.26,6281.24
2009-10,Dubai,22K,888.13,636.65,567.39,42930.68,,6066.84
1998-09,Kolkata,22K,268.33,241.14,161.92,11070.07,985.57,2221.5
2005-08,Mumbai,18K,327.8,264.29,180.59,14455.41,1203.98,2684.32
1997-04,Mumbai,18K,248.09,219.03,151.55,8990.95,911.16,2056.72
2001-03,Mumbai,24K,261.14,291.81,181.39,12321.55,959.16,2161.48
1994-02,Mumbai,24K,381.17,316.88,248.86,11958.22,1385.6,3280.59
2008-07,Mumbai,18K,648.9,441.45,350.95,28106.25,2383.34,4512.97
2013-04,London,24K,1400.59,1055.75,897.0,81618.31,5144.37,8618.39
2001-03,London,18K,204.04,228.0,141.72,9627.21,749.42,1688.83
1990-04,Dubai,22K,344.51,254.14,193.97,6015.74,1264.47,1641.1
2014-08,Chennai,24K,1269.6,955.23,770.09,,4663.26,7821.91
2012-02,New York,18K,1281.08,996.87,808.25,68375.1,4705.41,8082.27
1994-06,London,18K,286.08,237.83,186.77,8975.01,1039.93,2462.18
2006-10,Mumbai,24K,616.86,491.01,334.79,27951.79,2265.69,4917.68
1989-05,Dubai,18K,284.73,243.36,174.02,,1046.61,1072.41
2013-05,Dubai,24K,1390.26,1047.96,890.38,81016.05,5106.41,8554.8
1979-06,Kolkata,24K,303.2,184.16,142.39,2469.81,,922.13
1991-11,Kolkata,24K,361.05,277.48,204.82,8198.38,1325.16,1920.99
2000-06,London,22K,256.34,278.06,169.31,11510.35,941.54,2122.13
2006-05,New York,24K,,472.44,322.13,26894.54,2180.0,4731.67
1991-02,New York,24K,362.12,278.3,205.43,8222.6,,1926.66
1992-01,Kolkata,22K,320.21,235.88,182.05,8971.81,1175.76,1771.12
1986-02,Dubai,18K,,260.86,186.45,3433.94,1003.75,944.7
1991-12,Chennai,18K,267.78,205.8,151.91,6080.53,982.84,1424.75
2011-07,Kolkata,24K,1594.11,1146.17,994.85,74535.38,5855.09,10294.29
1984-07,Kolkata,18K,275.15,324.82,205.78,3102.17,1010.31,
1985-07,Chennai,24K,312.01,387.51,242.18,3822.52,1142.8,911.18
1983-10,Kolkata,24K,424.1,440.35,279.54,4274.89,1559.09,927.61
2016-08,New York,22K,1119.37,1010.77,829.9,75192.71,4111.43,7433.26
1992-11,Chennai,18K,262.89,193.66,149.46,7365.83,965.29,1454.08
2018-04,Dubai,18K,948.66,802.99,710.18,,3484.52,
2017-08,Chennai,22K,1133.19,1004.21,879.81,,4162.14,7657.12
2016-01,Mumbai,24K,1209.16,1091.85,896.47,81224.49,4441.24,8029.54
1988-04,Delhi,18K,318.96,257.09,179.34,4409.47,1171.09,1187.26
1997-01,Mumbai,22K,,263.95,,10834.71,1098.01,2478.49
1980-07,Mumbai,18K,460.11,283.17,197.52,3617.78,1705.93,693.83
1998-04,Chennai,18K,218.62,196.46,131.92,9019.2,802.98,1809.94
1989-07,Mumbai,24K,385.27,329.29,235.47,6220.55,1416.16,1451.06
1980-05,Dubai,24K,629.56,387.46,270.27,4950.17,2334.21,949.36
2014-08,Dubai,24K,,983.11,792.56,79700.84,4799.35,8050.18
1997-08,New York,24K,333.97,294.85,204.02,12103.28,1226.57,2768.68
2004-08,Chennai,22K,378.64,304.6,206.71,17141.82,1390.73,
2015-05,Delhi,18K,836.23,753.5,547.11,53593.35,3071.47,5251.75
2007-05,New York,22K,621.03,452.62,309.9,25621.37,2280.55,4719.53
2013-08,Dubai,24K,1376.69,1037.74,881.69,80225.56,5056.58,8471.33
1998-01,Kolkata,22K,271.58,244.05,163.88,11203.92,997.49,2248.36
1985-11,Chennai,22K,296.32,368.03,230.0,3630.31,1085.34,865.36
2016-03,Delhi,22K,1133.43,1023.47,840.32,76137.35,4163.08,7526.64
2006-06,Chennai,18K,447.58,356.27,242.91,20281.1,1643.93,3568.14
2005-04,Chennai,22K,413.13,333.08,227.6,18217.84,1517.35,3382.99
1993-07,Delhi,22K,339.18,284.04,225.96,10560.96,1246.22,1958.05
1979-06,Kolkata,24K,300.11,182.28,140.94,2444.65,1146.47,912.74
2011-09,Chennai,18K,1186.55,853.13,740.5,55479.18,4358.14,7662.38
1999-12,Mumbai,24K,268.38,251.84,165.8,11555.34,985.75,2221.73
2000-11,Mumbai,24K,279.48,303.15,184.59,12549.09,1026.51,2313.64
1985-04,London,22K,291.41,361.93,226.19,3570.19,1067.37,
1996-07,Dubai,22K,362.94,281.54,232.9,12839.36,1332.99,3017.62
2012-10,Dubai,22K,1567.34,1219.62,988.85,83653.46,5756.83,
1984-04,Mumbai,22K,339.25,400.5,253.72,3824.91,1245.68,871.36
2007-11,New York,24K,,505.31,345.98,28604.1,2546.04,5268.95
2018-02,Dubai,22K,1129.03,955.66,845.21,77131.18,4147.04,
1978-11,Chennai,24K,192.06,123.84,99.94,2464.18,1155.62,920.03
2016-08,Chennai,22K,1181.5,1066.88,875.96,79366.51,4339.65,7845.86
2009-12,Dubai,18K,735.06,526.92,469.59,35531.23,2699.8,5021.17
1981-11,Delhi,24K,453.43,356.32,224.14,3916.29,1669.56,
1988-12,Dubai,18K,332.48,267.99,186.94,4596.37,1220.73,1237.58
2007-11,Kolkata,18K,526.25,383.54,262.6,21711.06,1932.49,3999.24
2016-08,New York,18K,967.49,873.63,717.29,64990.17,3553.57,6424.68
2014-12,Dubai,24K,1254.41,943.81,760.88,76514.6,4607.48,
1988-01,London,22K,408.42,329.2,229.64,5646.24,1499.56,1520.26
2018-01,Dubai,22K,1152.94,975.89,863.1,78764.3,4234.84,7616.4
2013-04,Delhi,18K,1077.19,811.97,689.88,,3956.5,6628.35
2013-07,London,24K,1403.27,1057.77,898.71,81774.1,5154.19,8634.84
2001-06,Delhi,24K,258.88,289.27,179.81,12214.66,950.84,2142.73
1988-09,Kolkata,22K,403.95,325.6,227.12,5584.43,1483.14,1503.62
1983-11,Mumbai,18K,316.75,328.88,208.78,3192.77,1164.43,692.8
2002-03,Delhi,18K,234.08,247.91,155.81,11369.96,859.77,1937.47
2004-09,Delhi,24K,421.23,338.86,229.96,19069.7,1547.14,3486.36
2000-06,Delhi,18K,208.13,225.76,137.47,9345.51,764.46,1723.01
1995-02,Dubai,24K,379.72,288.65,240.6,12299.17,1394.68,3170.81
2017-03,Dubai,24K,1282.03,1136.11,995.38,83484.09,4708.84,8662.9
2020-10,Chennai,22K,1634.34,1430.65,1273.59,121172.42,6003.17,11272.62
2015-09,Kolkata,18K,852.73,768.37,557.91,54651.07,3132.08,5355.39
2015-05,Dubai,18K,878.31,,574.64,56289.94,3226.01,5515.99
2005-05,New York,24K,442.4,356.68,243.72,19508.62,1624.86,3622.68
1978-07,New York,24K,189.59,122.25,98.65,2432.51,1140.77,908.2
2021-09,New York,18K,1305.33,1103.58,948.93,96500.62,4794.66,8419.04
1982-12,Mumbai,18K,280.51,258.31,161.09,2656.07,1030.5,692.6
1979-08,New York,18K,224.69,136.48,105.52,1830.3,858.35,683.36
1980-11,London,24K,615.72,378.95,264.33,4841.37,2282.91,928.49
1984-12,Dubai,18K,269.02,317.58,201.19,3033.02,987.78,690.95
2008-08,Mumbai,24K,855.58,582.05,462.73,37057.95,3142.42,5950.33
2018-03,New York,22K,1115.66,944.34,835.2,76217.51,4097.91,7370.13
2001-04,Kolkata,18K,203.29,227.16,141.2,9591.92,746.68,1682.64
2002-09,New York,22K,287.22,304.19,191.19,13951.12,1054.95,2377.3
1984-09,Dubai,18K,276.02,325.84,206.42,3111.94,1013.48,708.93
2002-12,Mumbai,24K,312.57,331.03,208.06,15182.14,1148.04,2587.07
2018-01,New York,22K,1131.44,957.69,847.01,77295.31,4155.86,7474.36
2018-04,New York,22K,1150.36,973.71,861.17,78588.1,4225.37,7599.37
2002-02,London,18K,231.14,244.79,153.86,11227.05,848.97,1913.11
1986-05,Dubai,18K,278.22,265.74,189.94,3498.17,1022.53,
2020-05,Kolkata,18K,1331.26,1165.34,1037.4,98701.49,4889.9,9182.16
2001-09,New York,22K,248.58,277.77,172.66,11728.73,913.01,2057.48
1997-06,Mumbai,22K,305.96,270.12,186.91,,1123.7,2536.47
2014-10,Delhi,18K,954.25,717.97,578.81,58205.82,3504.98,5879.07
2001-04,Dubai,22K,249.11,278.36,173.03,11753.65,914.95,2061.86
2011-07,Chennai,18K,1189.89,855.53,742.59,55635.36,4370.41,7683.95
1998-09,New York,22K,267.3,240.21,161.3,11027.55,981.78,2212.97
2008-07,Delhi,22K,,544.93,433.22,34694.87,2942.04,5570.9
1980-04,London,18K,453.75,279.26,194.79,3567.79,1682.36,684.24
2006-05,London,18K,460.03,366.18,249.67,20845.44,1689.67,3667.43
1981-09,Dubai,22K,433.78,340.88,214.42,3746.56,1597.21,875.23
1997-02,Delhi,22K,304.8,269.09,186.19,11045.96,1119.42,2526.82
2007-05,Dubai,22K,638.65,465.46,318.69,26348.3,2345.25,4853.43
2004-09,Kolkata,24K,407.16,327.54,222.28,18432.87,1495.47,3369.93
1993-08,Chennai,24K,356.28,298.36,237.36,11093.38,1309.05,2056.77
2006-02,New York,24K,605.54,482.0,328.65,27439.01,2224.13,4827.46
2010-02,Dubai,18K,913.94,690.53,591.42,41779.88,3356.79,6182.25
1979-11,Delhi,18K,227.03,137.9,106.62,1849.4,867.31,690.49
1979-12,London,18K,224.12,136.13,105.26,1825.7,,681.64
2010-12,Chennai,18K,900.23,680.17,582.55,41153.07,3306.43,6089.5
1983-09,Chennai,18K,322.58,334.94,212.62,3251.52,1185.85,705.55
1997-08,Dubai,22K,307.09,271.11,187.59,11128.94,1127.83,2545.8
1978-01,Delhi,18K,145.69,93.95,,1869.27,876.63,697.91
1993-05,Kolkata,18K,270.29,226.35,180.07,8415.8,993.09,1560.33
2011-02,Dubai,24K,1602.13,1151.94,999.86,74910.54,5884.56,10346.1
1982-04,Chennai,24K,377.69,347.8,216.9,3576.24,1387.5,932.54
1988-08,Kolkata,24K,425.61,343.06,239.3,5883.9,1562.67,1584.25
1985-11,London,24K,319.53,396.86,248.02,3914.72,1170.37,933.16
1979-05,Delhi,22K,284.07,172.54,133.41,2314.0,1085.19,863.96
2003-12,Delhi,22K,324.75,287.13,198.62,15110.13,1192.78,2687.95
2004-08,Delhi,24K,403.59,324.67,220.33,18271.16,1482.36,3340.37
1990-11,Kolkata,18K,291.33,214.91,164.03,5087.12,1069.28,1387.77
1982-04,New York,22K,347.67,320.16,199.67,3292.03,1277.24,858.43
2001-01,Mumbai,24K,278.56,311.26,193.48,13143.12,1023.12,2305.6
2000-03,New York,18K,205.15,222.52,135.5,9211.44,753.49,1698.29
2007-08,London,18K,523.68,381.67,261.32,21605.03,1923.06,3979.71
1982-04,Kolkata,24K,373.52,343.96,214.51,3536.76,1372.19,922.25
2015-06,Dubai,24K,1157.38,1042.89,757.23,74175.91,4251.06,7268.68
1996-04,Mumbai,22K,352.77,273.66,226.38,12479.8,1295.67,2933.11
1992-01,Dubai,22K,312.43,230.15,177.63,8753.79,1147.19,1728.08
1992-04,New York,18K,253.19,186.51,143.95,7094.08,929.68,1400.44
2016-04,Dubai,18K,947.21,,702.26,63628.37,3479.11,6290.05
1999-03,Delhi,22K,248.69,233.37,153.64,10707.65,913.44,2058.75
1999-06,Dubai,22K,255.7,,157.97,11009.6,939.19,2116.8
2004-05,Kolkata,22K,378.69,304.64,206.74,17144.21,1390.92,3134.34
2015-03,Chennai,24K,1200.66,1081.88,785.55,76949.42,4410.02,7540.47
1979-08,New York,24K,306.74,186.31,144.06,2498.65,1171.79,932.9
2002-07,Dubai,22K,288.73,305.78,192.19,14024.31,1060.49,2389.77
2018-07,Mumbai,18K,958.4,811.22,717.47,65474.03,3520.28,6331.25
2009-03,Chennai,24K,973.46,697.81,621.9,47055.15,3575.43,6649.7
1997-03,Dubai,22K,,271.05,187.55,11126.18,1127.55,2545.17
2000-08,Mumbai,22K,258.47,280.36,170.71,11605.62,949.33,2139.7
2006-10,Mumbai,18K,,353.62,241.11,20130.66,1631.73,3541.67
2016-08,New York,18K,967.49,873.63,717.29,64990.17,3553.57,6424.68
2018-04,Dubai,24K,1254.61,1061.95,939.22,85710.08,4608.29,8288.05
1998-03,Delhi,22K,271.46,243.94,163.8,11198.91,997.04,2247.35
1979-10,Delhi,18K,230.63,140.09,108.31,1878.72,881.06,701.44
1998-10,Dubai,22K,267.42,240.31,161.37,11032.33,982.21,2213.92
1999-04,Dubai,22K,255.92,240.15,158.1,11018.79,939.98,2118.57
2020-11,Kolkata,22K,1581.67,1384.54,1232.54,117267.16,5809.69,10909.32
1998-01,New York,24K,297.77,267.59,179.68,12284.38,1093.68,2465.18
1991-02,Kolkata,22K,342.96,263.58,194.56,7787.54,1258.75,
2017-02,Kolkata,18K,950.44,842.26,737.92,61890.89,3490.9,6422.24
2017-11,Delhi,18K,965.29,855.42,749.46,62858.04,3545.45,6522.6
2007-09,New York,18K,509.61,371.41,254.3,21024.3,,3872.73
1991-02,Kolkata,22K,329.38,253.14,186.86,7479.22,1208.92,1752.48
2015-01,London,24K,1154.68,1040.45,755.46,74002.53,4241.13,7251.69
2006-07,Delhi,24K,595.47,473.98,,26982.37,2187.11,
1996-01,New York,22K,363.62,282.07,233.33,12863.34,1335.48,3023.25
2004-09,Delhi,22K,385.08,309.78,210.22,17433.32,1414.38,
2011-09,New York,22K,1416.37,1018.37,883.93,66224.77,5202.26,9146.49
1986-09,Kolkata,18K,276.87,264.45,189.02,3481.21,1017.57,957.7
1980-12,Delhi,18K,447.07,275.15,191.92,3515.24,1657.58,674.16
1978-01,New York,22K,174.45,112.49,90.77,2238.24,1049.67,835.67
1990-08,Dubai,24K,386.92,285.43,217.85,6756.34,1420.13,1843.13
1980-08,Delhi,18K,457.21,281.39,196.28,3594.96,1695.17,689.45
1997-10,Dubai,24K,330.64,291.91,201.98,11982.5,1214.33,2741.05
1979-02,Delhi,24K,299.65,182.0,140.73,2440.89,1144.7,911.33
2017-05,Dubai,22K,1191.98,1056.31,925.46,77619.96,,8054.4
2014-07,Delhi,22K,1160.05,872.81,703.64,70759.0,4260.9,7147.01
1993-02,Delhi,18K,268.27,224.66,178.72,8352.95,985.67,1548.68
2013-06,Delhi,18K,1081.92,815.54,692.91,63047.82,,6657.46
1998-10,Kolkata,18K,225.51,202.65,136.08,9303.37,828.28,1866.96
1985-08,Delhi,22K,292.21,,226.81,3579.97,1070.29,853.36
2010-05,Kolkata,24K,1199.84,906.54,776.44,54849.81,4406.88,8116.23
1997-02,New York,22K,297.43,262.59,181.69,10778.97,1092.36,2465.74
1993-12,Mumbai,18K,265.44,222.29,176.84,8264.99,975.29,1532.37
1990-01,Delhi,24K,398.1,293.67,224.15,6951.49,1461.15,1896.37
2015-08,Dubai,22K,1074.94,968.6,703.29,68891.97,3948.24,6750.9
2010-02,Mumbai,24K,1225.01,925.56,792.73,56000.5,4499.34,8286.5
2007-12,Kolkata,22K,628.1,457.77,313.43,25912.91,2306.5,4773.23
1998-02,Chennai,24K,288.22,259.0,173.92,11890.34,1058.6,2386.11
2003-05,Delhi,24K,360.96,319.14,220.77,16794.87,1325.77,2987.65
1999-12,Delhi,22K,257.09,241.25,158.83,11069.29,944.29,2128.28
2016-03,Chennai,22K,1156.6,1044.39,857.5,77693.81,4248.19,7680.51
1997-12,Chennai,18K,245.77,216.98,150.14,8906.89,902.64,2037.49
2006-04,Dubai,22K,557.16,443.49,302.39,25246.43,2046.41,4441.71
1992-05,Chennai,24K,352.13,259.4,200.2,9866.26,1292.98,1947.69
1998-05,Chennai,22K,264.75,237.92,159.76,10922.27,972.41,2191.84
1999-09,Dubai,22K,257.85,241.96,159.3,11101.86,947.06,
2013-08,Mumbai,22K,1294.35,,828.96,75427.13,4754.14,7964.64
1985-07,Delhi,22K,297.41,369.38,230.85,3643.7,1089.34,868.56
2021-06,New York,18K,1386.61,1172.3,1008.02,102509.42,5093.21,8943.27
2016-11,Kolkata,24K,1242.18,1121.67,920.95,83442.58,4562.52,8248.81
1988-04,Dubai,18K,319.14,257.24,179.44,4412.03,1171.77,1187.95
2000-08,Chennai,22K,257.3,279.1,169.95,11553.44,945.06,2130.08
2012-10,Dubai,22K,1567.34,1219.62,988.85,83653.46,5756.83,
2002-06,Chennai,18K,229.9,243.48,153.03,11166.79,844.41,1902.85
1983-10,London,22K,399.58,414.89,263.38,4027.69,1468.93,873.97
2017-02,Mumbai,24K,1225.15,1085.7,951.21,79779.66,4499.9,8278.5
1994-09,Mumbai,24K,387.44,322.1,252.95,12155.14,1408.41,3334.61
1994-05,New York,18K,290.1,241.17,189.4,9101.24,1054.56,2496.81
2001-07,Chennai,18K,201.68,225.36,140.08,9515.87,740.76,1669.3
1995-01,Dubai,22K,350.64,266.54,222.17,11357.09,1287.85,2927.94
2005-10,Dubai,22K,398.36,321.18,219.46,17566.66,1463.11,3262.07
2006-06,Dubai,18K,462.56,368.19,251.04,20959.78,1698.94,3687.54
1998-04,Dubai,18K,227.66,204.58,137.37,9391.99,836.17,1884.75
1998-05,Mumbai,22K,266.35,239.35,160.72,10988.09,978.27,2205.05
2004-05,New York,18K,305.71,245.93,166.89,13839.99,1122.85,2530.25
1978-04,Dubai,18K,149.36,96.31,77.72,1916.29,,715.47
2010-12,New York,22K,1129.89,853.69,731.17,51652.18,4149.97,7643.07
1994-06,Kolkata,24K,376.19,312.74,245.6,11802.01,1367.5,3237.74
2018-01,New York,22K,1135.98,961.53,850.41,77605.59,4172.54,7504.36
2001-04,Kolkata,18K,203.99,227.95,141.69,9625.03,749.25,1688.45
1995-03,Dubai,18K,288.65,219.42,182.9,9349.33,1060.18,2410.32
2016-10,Mumbai,22K,1153.6,1041.68,855.28,77491.93,4237.15,7660.55
2007-09,Dubai,18K,523.09,381.23,261.02,21580.41,1920.86,3975.17
2007-02,Dubai,18K,522.65,380.91,260.8,21562.32,1919.25,3971.84
1989-07,Delhi,18K,281.02,240.19,171.75,4537.34,1032.96,1058.42
1979-11,Chennai,18K,233.2,141.65,109.52,1899.64,890.87,709.25
2009-02,New York,18K,746.52,535.13,476.92,36085.25,2741.9,5099.47
1981-06,Mumbai,24K,456.23,358.53,225.52,3940.48,1679.88,920.53
2001-08,London,18K,209.55,234.16,145.55,9887.34,769.67,1734.46
1983-12,Delhi,18K,322.81,335.18,212.78,3253.91,1186.73,706.07
2004-02,Chennai,24K,406.45,326.97,221.89,18400.69,1492.86,3364.05
1996-07,Chennai,18K,296.08,229.68,189.99,10474.05,1087.43,2461.7
2006-08,Dubai,24K,610.63,486.05,331.41,27669.29,2242.79,4867.97
1988-09,Kolkata,24K,432.76,348.82,243.32,5982.67,1588.91,1610.85
1984-06,New York,24K,356.4,420.73,266.54,4018.17,1308.62,915.38
2006-12,Chennai,24K,602.2,479.34,326.83,27287.28,2211.83,4800.76
1986-01,London,24K,370.31,353.69,252.8,4655.94,1360.95,1280.88
2015-02,Mumbai,24K,1143.04,1029.96,747.84,73256.27,4198.36,7178.56
1983-02,Chennai,22K,391.02,406.0,257.73,3941.4,,855.25
1993-01,New York,24K,356.89,298.88,237.76,11112.39,1311.29,2060.29
1987-02,London,24K,452.79,371.46,276.51,5846.77,1665.7,1684.04
2015-08,Delhi,18K,847.83,763.96,554.7,54336.78,3114.07,5324.6
1986-06,Chennai,24K,364.39,348.04,248.76,,1339.2,1260.41
2018-11,Dubai,24K,1278.89,1082.5,957.39,87369.03,4697.48,8448.47
2015-01,Kolkata,22K,1020.55,919.59,667.71,65406.56,3748.49,6409.35
2020-11,Kolkata,22K,1581.67,1384.54,1232.54,117267.16,5809.69,10909.32
1999-10,Delhi,22K,253.43,237.82,156.57,10911.66,930.84,2097.97
2004-01,Kolkata,18K,314.71,253.17,,14247.52,1155.91,2604.76
1993-09,New York,24K,361.57,302.79,240.88,11258.09,1328.49,2087.3
1988-05,London,22K,384.98,310.31,216.46,5322.17,1413.49,1433.01
