price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
5797000,9499,3,1,3,yes,yes,no,no,no,2,no,semi-furnished
5793000,8677,2,1,2,yes,no,no,yes,yes,2,no,furnished
5786000,10617,3,1,2,no,no,yes,no,no,1,no,furnished
5784000,8962,3,1,3,yes,no,no,yes,no,1,yes,semi-furnished
5784000,11823,3,1,2,no,yes,yes,no,no,1,no,furnished
5774000,8594,4,1,2,yes,no,no,no,yes,0,no,semi-furnished
5772000,12107,5,2,2,yes,yes,no,no,no,0,no,semi-furnished
5754000,11092,2,1,1,yes,yes,no,no,yes,0,yes,semi-furnished
5743000,9804,2,3,2,yes,no,no,no,yes,3,no,unfurnished
5729000,11557,2,2,2,yes,no,yes,no,no,0,no,unfurnished
5727000,11230,3,1,3,yes,no,yes,yes,no,0,no,unfurnished
5721000,10997,3,2,2,yes,yes,no,no,no,0,no,semi-furnished
5718000,11117,3,1,2,yes,no,no,no,yes,2,no,semi-furnished
5717000,6496,4,2,2,yes,no,yes,no,no,2,no,furnished
5717000,9329,2,1,3,yes,yes,yes,no,no,0,yes,furnished
5713000,9193,3,1,2,yes,no,no,no,no,1,no,semi-furnished
5705000,12079,4,1,1,yes,no,no,no,no,0,no,semi-furnished
5700000,14866,3,1,1,yes,yes,no,no,no,0,no,unfurnished
5687000,11477,2,1,3,yes,no,no,no,no,0,no,semi-furnished
5686000,8889,3,1,4,yes,no,no,no,yes,0,no,semi-furnished
5684000,7752,4,1,3,yes,no,yes,no,no,1,no,semi-furnished
5677000,10442,4,2,3,no,yes,no,no,no,0,yes,unfurnished
5675000,9364,4,2,1,yes,no,no,yes,yes,0,no,unfurnished
5650000,7528,3,3,3,yes,no,yes,no,no,1,no,semi-furnished
5645000,8543,3,1,3,yes,no,no,no,no,1,no,furnished
5644000,8775,2,1,1,yes,yes,yes,no,yes,0,no,semi-furnished
5644000,8456,6,1,3,yes,yes,yes,no,no,0,no,semi-furnished
5644000,11648,3,1,2,no,no,no,no,no,1,no,unfurnished
5643000,6887,1,4,1,yes,yes,no,no,yes,3,no,semi-furnished
5641000,9961,3,1,2,yes,yes,yes,no,no,2,no,semi-furnished
5638000,10199,4,1,2,yes,no,yes,no,yes,2,no,furnished
5638000,9371,4,1,1,no,no,no,yes,no,3,no,furnished
5637000,9058,4,1,2,yes,no,yes,no,no,1,no,semi-furnished
5628000,10450,3,1,1,yes,no,yes,no,no,0,no,furnished
5621000,10924,3,1,3,yes,no,yes,no,no,0,yes,furnished
5617000,7565,2,2,4,yes,no,no,no,yes,1,no,furnished
5616000,8046,4,1,2,yes,no,no,no,no,0,yes,furnished
5614000,10801,5,1,2,yes,no,yes,no,no,1,no,unfurnished
5609000,10312,3,2,2,yes,no,yes,no,no,3,no,unfurnished
5605000,9068,3,1,1,yes,yes,yes,no,yes,0,yes,unfurnished
5604000,10796,3,1,1,no,yes,no,no,yes,0,no,semi-furnished
5603000,9050,4,1,2,yes,no,yes,no,no,1,yes,semi-furnished
5601000,9042,3,2,2,no,yes,no,no,no,2,yes,furnished
5600000,9660,3,2,2,yes,no,no,no,yes,0,no,unfurnished
5596000,8930,2,4,2,yes,yes,yes,no,yes,1,no,semi-furnished
5592000,11287,4,1,1,yes,no,yes,no,no,0,no,furnished
5592000,12228,3,2,1,no,no,yes,no,yes,1,no,semi-furnished
5591000,9703,2,4,1,yes,no,no,no,no,3,no,semi-furnished
5578000,8858,3,1,4,no,no,no,no,no,0,no,furnished
5576000,8749,2,4,3,yes,no,no,no,no,1,no,unfurnished
5569000,10316,3,2,3,yes,no,yes,no,no,0,no,unfurnished
5565000,8555,4,1,3,yes,no,no,no,yes,0,no,furnished
5558000,9770,6,1,3,yes,no,no,no,no,1,no,unfurnished
5557000,10817,3,1,2,yes,yes,no,no,no,2,no,furnished
5554000,10297,1,3,2,yes,yes,no,no,no,0,yes,semi-furnished
5551000,10981,3,1,3,yes,no,no,no,no,0,no,semi-furnished
5545000,9746,3,1,3,no,no,no,no,yes,0,no,furnished
5540000,11211,3,1,3,yes,no,no,no,no,1,no,unfurnished
5527000,7542,3,1,3,yes,no,no,no,yes,1,no,semi-furnished
5527000,12233,2,2,2,no,no,yes,no,yes,0,no,semi-furnished
5521000,9007,2,1,2,yes,no,no,no,yes,0,no,furnished
5516000,10352,4,1,1,yes,yes,yes,no,no,3,no,furnished
5513000,9654,3,1,2,yes,yes,no,no,no,0,no,semi-furnished
5512000,8748,3,1,4,yes,no,no,no,no,3,no,semi-furnished
5512000,7567,5,4,2,yes,no,no,no,yes,0,no,unfurnished
5509000,13287,2,1,2,yes,no,no,no,no,0,yes,unfurnished
5508000,13419,1,1,2,no,yes,yes,no,no,1,no,semi-furnished
5504000,12002,2,1,1,yes,yes,no,no,yes,1,no,unfurnished
5504000,7928,4,1,4,yes,yes,no,no,no,0,yes,furnished
5502000,12743,2,3,1,no,no,yes,no,yes,0,no,unfurnished
5499000,9814,3,1,3,yes,no,yes,no,yes,0,no,unfurnished
5491000,9805,4,1,3,no,no,no,no,no,3,yes,unfurnished
5478000,11059,3,2,1,yes,no,no,no,yes,1,no,unfurnished
5465000,12366,3,2,2,yes,no,yes,no,no,1,no,unfurnished
5465000,10221,2,2,1,no,no,no,no,no,3,yes,semi-furnished
5463000,12666,3,2,1,yes,no,no,no,no,1,no,furnished
5462000,11337,3,1,3,yes,no,no,no,yes,0,no,semi-furnished
5462000,9054,5,1,1,yes,no,yes,no,no,1,no,unfurnished
5461000,8691,2,1,4,no,yes,yes,no,yes,1,no,unfurnished
5457000,10404,2,2,1,yes,yes,no,no,no,0,no,semi-furnished
5456000,10065,3,2,2,yes,yes,no,no,no,2,no,furnished
5445000,11439,3,2,1,yes,no,no,no,no,2,no,unfurnished
5434000,6537,3,3,3,yes,no,yes,no,no,3,no,unfurnished
5429000,8196,3,2,3,yes,no,yes,no,no,3,no,furnished
5427000,8621,4,1,2,yes,yes,no,no,no,1,yes,semi-furnished
5426000,11538,3,2,1,no,no,yes,no,no,0,no,unfurnished
5422000,7822,3,2,3,yes,no,no,no,yes,1,no,furnished
5419000,8264,2,2,2,yes,no,no,yes,yes,3,no,furnished
5416000,7514,3,2,1,yes,no,no,no,yes,2,no,furnished
5416000,9700,3,2,1,yes,yes,no,no,no,2,no,furnished
5415000,7384,4,2,1,yes,no,no,yes,yes,3,yes,furnished
5410000,12861,2,1,2,yes,no,no,no,no,0,no,unfurnished
5406000,9637,5,1,2,yes,yes,no,no,no,2,no,furnished
5404000,7180,3,3,3,yes,no,no,no,no,1,yes,semi-furnished
5403000,7953,4,1,2,yes,yes,no,no,yes,0,no,furnished
5402000,12577,2,1,2,yes,no,no,no,yes,0,no,semi-furnished
5397000,7647,2,4,1,yes,yes,yes,no,yes,3,no,furnished
5395000,8483,3,1,1,yes,yes,no,no,no,1,no,semi-furnished
5394000,9069,4,1,2,yes,yes,no,no,no,0,no,unfurnished
5390000,9099,3,1,2,no,no,no,no,yes,1,no,semi-furnished
5390000,7505,2,3,3,yes,no,no,yes,no,0,no,semi-furnished
5387000,10918,2,3,3,yes,no,no,no,no,1,no,unfurnished
5383000,11800,2,1,3,yes,no,no,no,no,0,no,unfurnished
5372000,10458,4,3,1,yes,no,no,no,yes,0,no,semi-furnished
5369000,7215,2,1,2,yes,no,no,no,yes,1,yes,semi-furnished
5368000,10854,1,2,1,yes,yes,yes,no,no,1,no,unfurnished
5368000,8134,4,1,1,yes,yes,yes,no,no,1,no,furnished
5356000,8840,3,2,1,yes,no,no,no,no,3,no,semi-furnished
5353000,8070,3,1,3,yes,yes,no,no,yes,0,no,furnished
5350000,9210,3,1,2,yes,yes,no,no,no,1,no,semi-furnished
5344000,7665,3,4,2,yes,no,no,yes,yes,0,no,unfurnished
5323000,10582,1,2,2,yes,no,yes,no,no,0,no,semi-furnished
5311000,5918,3,3,4,yes,no,no,no,yes,1,yes,unfurnished
5306000,6141,3,1,4,yes,yes,yes,no,no,0,no,furnished
5291000,8542,3,1,2,yes,yes,yes,no,no,0,no,furnished
5289000,5346,2,3,4,yes,yes,yes,no,no,0,no,furnished
5288000,11786,3,1,2,yes,no,no,yes,no,1,no,semi-furnished
5263000,8089,3,1,3,yes,yes,yes,no,no,0,no,semi-furnished
5262000,8916,3,1,1,yes,no,no,no,no,2,no,furnished
5260000,9760,2,2,1,yes,no,yes,no,yes,0,no,furnished
5254000,6379,4,2,1,yes,no,yes,no,yes,1,no,semi-furnished
5242000,5563,3,4,3,yes,yes,yes,yes,no,0,no,furnished
5241000,6955,3,1,3,yes,yes,yes,no,no,1,no,unfurnished
5235000,10095,2,1,2,yes,yes,no,no,no,3,no,furnished
5232000,9427,2,2,2,yes,no,yes,no,no,2,yes,unfurnished
5231000,7409,3,1,3,yes,no,no,no,no,1,yes,semi-furnished
5230000,7531,1,4,3,yes,no,no,no,no,1,no,semi-furnished
5223000,7040,4,1,1,yes,yes,no,no,yes,3,yes,semi-furnished
5219000,9988,2,2,1,yes,no,no,no,no,1,no,semi-furnished
5217000,6811,4,1,2,no,no,yes,yes,no,3,no,furnished
5216000,7569,3,2,2,yes,no,no,no,yes,0,no,unfurnished
5215000,8449,4,2,3,yes,no,no,no,yes,1,no,furnished
5212000,7981,1,2,3,yes,no,yes,no,yes,3,no,unfurnished
5207000,7246,3,1,4,yes,no,no,no,yes,1,no,semi-furnished
5207000,8842,3,1,1,yes,no,no,no,yes,0,no,unfurnished
5206000,8238,3,2,2,yes,yes,no,no,no,2,no,semi-furnished
5203000,6030,4,2,2,no,yes,yes,no,yes,0,no,furnished
5195000,6427,5,2,2,yes,no,yes,no,no,3,no,furnished
5186000,9050,3,1,4,no,yes,no,no,no,1,no,unfurnished
5185000,8620,4,2,1,yes,no,no,no,no,3,no,semi-furnished
5176000,8764,2,1,2,yes,yes,no,no,yes,1,no,unfurnished
5170000,9858,3,1,1,yes,no,no,no,no,2,no,unfurnished
5162000,4519,3,2,3,yes,yes,no,no,yes,1,no,furnished
5153000,7441,4,4,1,yes,no,no,no,no,0,no,unfurnished
5151000,8107,2,1,1,yes,yes,no,yes,no,2,no,furnished
5150000,6943,2,2,1,yes,no,yes,no,yes,2,no,semi-furnished
5140000,6908,5,1,3,yes,no,no,yes,yes,1,no,unfurnished
5139000,9732,2,1,1,yes,no,no,no,no,1,no,furnished
5139000,10002,4,2,1,yes,yes,no,no,no,0,no,unfurnished
5131000,8616,3,2,1,yes,no,no,no,no,1,no,unfurnished
5128000,6115,3,3,3,yes,no,no,no,no,1,no,furnished
5123000,9059,3,1,3,yes,no,yes,no,yes,0,no,unfurnished
5123000,3059,3,4,3,yes,no,yes,no,no,1,no,furnished
5122000,12120,4,1,1,yes,no,yes,no,no,0,no,unfurnished
5121000,7275,3,2,1,yes,no,no,no,yes,1,no,semi-furnished
5110000,6774,3,1,3,yes,no,no,no,yes,1,no,semi-furnished
5091000,8191,2,1,2,yes,no,no,no,yes,2,no,unfurnished
5091000,6951,3,1,2,yes,no,yes,no,no,1,no,furnished
5084000,9035,4,1,2,yes,no,yes,no,no,2,yes,unfurnished
5071000,9071,3,1,2,yes,no,no,no,no,1,yes,semi-furnished
5070000,7185,3,3,3,yes,no,no,no,yes,1,no,semi-furnished
5061000,8588,2,1,1,yes,yes,yes,no,no,1,yes,unfurnished
5061000,5156,4,1,3,no,yes,yes,no,yes,1,no,furnished
5056000,8729,1,1,2,yes,yes,no,no,no,3,no,semi-furnished
5047000,6679,3,1,4,yes,yes,no,no,yes,0,no,unfurnished
5047000,7250,3,2,1,yes,no,no,no,yes,1,no,furnished
5046000,7639,3,3,1,yes,yes,no,no,yes,0,no,semi-furnished
5042000,7627,5,1,1,no,no,yes,no,yes,2,no,unfurnished
5034000,5947,2,1,2,yes,no,no,no,yes,1,yes,furnished
5030000,7073,3,1,3,yes,no,no,no,no,1,yes,furnished
5028000,6872,2,1,4,yes,no,no,yes,yes,0,yes,unfurnished
5027000,6882,4,1,4,yes,no,no,no,yes,0,no,furnished
5026000,4625,3,4,4,yes,yes,no,no,yes,2,no,furnished
5021000,8588,2,1,2,yes,no,no,no,yes,2,no,semi-furnished
5019000,9519,3,1,1,yes,yes,no,no,no,1,no,unfurnished
5014000,7228,3,2,3,no,no,yes,no,no,1,no,semi-furnished
5006000,7692,4,2,2,yes,no,no,no,no,1,no,semi-furnished
5005000,5849,3,2,3,yes,no,no,no,no,2,yes,semi-furnished
5003000,8865,4,1,2,yes,yes,no,no,no,1,no,furnished
4992000,7100,6,2,2,yes,no,no,yes,yes,2,no,furnished
4983000,5575,5,2,1,yes,yes,no,no,no,3,yes,semi-furnished
4982000,8895,3,4,1,yes,no,no,no,no,1,no,unfurnished
4976000,6984,3,1,2,yes,no,no,no,yes,1,no,furnished
4975000,7963,3,2,2,yes,no,no,no,no,1,no,unfurnished
4973000,11416,2,2,1,yes,no,no,no,no,1,no,semi-furnished
4970000,7885,1,1,1,yes,no,no,no,yes,2,no,furnished
4967000,5416,6,2,3,yes,no,yes,no,no,3,yes,semi-furnished
4963000,7225,1,1,2,yes,yes,no,no,no,2,no,semi-furnished
4954000,9105,2,1,2,yes,no,yes,no,yes,1,no,unfurnished
4946000,7945,4,1,2,yes,yes,no,no,yes,1,no,furnished
4934000,8808,3,2,1,yes,yes,no,no,no,0,no,semi-furnished
4931000,9163,4,1,4,yes,yes,no,yes,no,1,no,unfurnished
4929000,9969,5,1,1,yes,yes,yes,no,no,0,yes,unfurnished
4916000,9204,3,1,2,yes,no,no,no,no,0,no,unfurnished
4912000,9176,3,2,2,no,no,no,yes,no,0,no,unfurnished
4906000,4436,2,4,2,yes,no,no,no,no,2,no,unfurnished
4905000,6063,4,2,1,no,no,no,no,yes,0,yes,semi-furnished
4901000,5828,4,1,4,yes,yes,no,no,no,3,no,furnished
4900000,7627,2,3,1,yes,yes,no,no,no,0,yes,semi-furnished
4895000,7395,2,1,4,yes,no,no,no,yes,0,yes,unfurnished
4891000,9644,3,3,2,yes,no,yes,no,no,0,yes,unfurnished
4887000,11371,4,1,2,yes,no,no,no,no,2,no,unfurnished
4885000,9224,3,1,2,yes,no,yes,no,no,1,no,semi-furnished
4884000,9652,5,2,1,yes,no,no,no,no,0,no,unfurnished
4884000,7191,4,3,2,yes,no,no,no,no,0,yes,unfurnished
4881000,9318,3,2,2,yes,no,no,no,yes,0,no,semi-furnished
4863000,10352,4,1,1,yes,yes,no,no,no,1,no,unfurnished
4853000,7295,3,1,2,yes,no,yes,no,no,0,no,furnished
4853000,7599,4,1,1,yes,no,no,no,no,1,no,unfurnished
4850000,8989,3,1,2,yes,no,no,no,no,2,no,semi-furnished
4849000,6701,2,3,2,yes,no,no,no,no,0,yes,furnished
4845000,8654,3,3,2,yes,no,no,no,no,1,no,furnished
4844000,9542,3,1,1,yes,yes,no,no,no,1,no,semi-furnished
4841000,6618,5,2,3,yes,no,no,no,no,2,no,unfurnished
4839000,8513,3,1,2,yes,no,yes,no,yes,1,no,furnished
4838000,9639,3,4,1,no,no,no,no,yes,3,no,unfurnished
4835000,10595,4,1,1,no,no,no,no,yes,0,no,semi-furnished
4831000,8318,3,4,2,no,no,no,no,no,0,no,unfurnished
4828000,6702,4,1,3,yes,no,no,no,no,1,no,furnished
4821000,6083,4,3,2,yes,yes,no,no,yes,1,no,unfurnished
4820000,6143,3,1,1,yes,yes,no,no,no,1,yes,unfurnished
4811000,7136,4,1,2,yes,no,no,no,no,1,yes,unfurnished
4808000,7092,3,1,4,no,yes,no,yes,no,0,no,unfurnished
4796000,4141,6,1,3,yes,no,yes,no,no,2,no,semi-furnished
4795000,9770,2,1,1,yes,no,no,no,no,0,no,semi-furnished
4794000,8706,4,1,2,yes,yes,no,no,no,3,no,unfurnished
4793000,5206,2,2,3,yes,yes,no,no,no,1,yes,furnished
4790000,5729,2,2,2,yes,yes,no,no,yes,1,no,semi-furnished
4765000,5808,5,1,3,yes,no,no,no,no,1,no,unfurnished
4762000,6261,5,2,1,yes,yes,yes,no,yes,0,yes,unfurnished
4756000,5023,4,1,3,yes,yes,no,no,no,1,no,furnished
4755000,11665,2,2,1,yes,no,no,no,no,0,no,semi-furnished
4752000,7341,5,2,1,yes,no,yes,no,no,1,yes,semi-furnished
4750000,6198,5,2,2,yes,no,no,no,yes,2,no,unfurnished
4750000,6970,2,2,2,yes,no,no,no,no,1,no,furnished
4749000,8891,1,1,1,yes,no,no,no,no,3,no,furnished
4730000,6965,3,1,2,yes,no,yes,no,yes,1,no,unfurnished
4728000,6784,3,2,2,yes,no,no,no,yes,2,no,furnished
4722000,6961,5,1,1,yes,no,yes,no,no,0,yes,semi-furnished
4722000,8523,2,2,4,no,no,yes,no,no,1,no,furnished
4712000,7242,2,1,3,yes,yes,no,no,yes,0,no,semi-furnished
4702000,8178,3,1,3,yes,no,no,no,no,0,no,unfurnished
4698000,7451,3,2,1,yes,no,no,no,no,2,no,semi-furnished
4685000,5664,4,1,1,yes,no,yes,no,yes,2,no,furnished
4680000,5398,3,2,4,yes,yes,yes,no,no,0,no,semi-furnished
4668000,6387,2,1,2,yes,no,yes,yes,no,0,yes,semi-furnished
4665000,7349,4,2,1,no,no,no,yes,yes,2,no,furnished
4659000,6308,4,2,2,yes,no,yes,no,no,1,no,semi-furnished
4649000,4993,4,2,2,yes,no,no,yes,yes,1,no,semi-furnished
4648000,9159,3,3,1,yes,yes,no,no,no,1,no,semi-furnished
4645000,6838,2,1,2,yes,no,no,no,yes,1,no,furnished
4638000,5637,2,2,2,yes,no,yes,no,no,3,yes,furnished
4635000,5419,4,2,2,yes,no,yes,yes,yes,0,no,semi-furnished
4612000,8269,4,1,1,no,yes,no,no,no,1,no,unfurnished
4609000,6149,3,2,1,yes,no,yes,no,no,1,no,semi-furnished
4605000,6899,4,1,2,yes,no,no,no,no,1,no,furnished
4601000,7294,4,2,1,yes,no,no,no,no,0,no,unfurnished
4596000,6623,3,1,4,no,no,no,no,no,0,no,furnished
4593000,9133,4,1,1,yes,no,no,no,no,1,no,semi-furnished
4586000,6454,3,1,4,yes,no,no,yes,yes,1,no,semi-furnished
4584000,6039,2,2,4,yes,no,no,no,no,1,yes,unfurnished
4582000,7638,3,1,4,yes,no,no,no,no,1,no,unfurnished
4581000,4758,5,1,3,yes,yes,yes,no,no,0,no,semi-furnished
4575000,9279,3,1,2,yes,no,no,no,no,1,no,unfurnished
4575000,6841,4,2,2,yes,no,no,no,no,1,no,semi-furnished
4557000,8980,4,2,1,no,no,no,no,yes,1,no,unfurnished
4550000,7268,1,1,2,yes,yes,yes,no,no,3,no,semi-furnished
4549000,5211,3,2,4,no,no,yes,no,yes,1,no,furnished
4547000,5425,4,2,1,yes,no,no,no,no,0,no,furnished
4544000,8398,3,1,2,no,yes,no,no,no,0,no,semi-furnished
4539000,5624,4,1,1,yes,yes,no,no,no,2,no,furnished
4535000,6509,5,2,3,yes,no,no,no,yes,2,no,semi-furnished
4534000,8180,4,1,2,no,no,no,no,no,1,no,semi-furnished
4531000,5825,3,1,1,yes,yes,yes,no,yes,2,no,unfurnished
4530000,6402,2,2,2,yes,no,no,no,no,3,no,semi-furnished
4530000,4489,4,3,3,yes,no,yes,no,yes,2,yes,unfurnished
4529000,6766,2,2,2,yes,no,yes,yes,no,2,no,semi-furnished
4525000,6614,5,1,1,no,yes,no,no,yes,2,yes,furnished
4522000,6205,3,1,1,yes,no,no,no,yes,1,no,furnished
4517000,7363,3,1,2,yes,yes,no,no,no,1,no,semi-furnished
4511000,5286,3,1,2,yes,yes,yes,no,no,1,yes,unfurnished
4510000,4429,4,2,4,yes,yes,no,no,no,2,yes,unfurnished
4505000,9823,2,1,1,yes,no,yes,no,yes,1,no,semi-furnished
4500000,10083,3,1,2,yes,yes,no,no,no,1,no,unfurnished
4498000,4749,5,2,1,yes,yes,yes,no,no,1,no,unfurnished
4491000,7382,2,2,2,yes,no,yes,no,no,3,no,furnished
4490000,4617,3,3,2,yes,no,yes,no,yes,2,no,semi-furnished
4490000,8685,1,2,1,yes,yes,no,no,no,2,yes,unfurnished
4474000,6596,4,3,3,yes,yes,no,no,no,1,no,furnished
4470000,4381,3,3,2,yes,no,no,no,no,2,no,furnished
4463000,5090,3,2,2,yes,no,no,yes,no,1,no,semi-furnished
4456000,7937,3,1,1,yes,no,no,yes,no,1,no,semi-furnished
4456000,6398,3,2,3,yes,no,no,no,no,3,yes,unfurnished
4453000,5069,2,2,3,yes,yes,yes,no,no,2,yes,furnished
4452000,5513,3,1,2,yes,no,no,yes,yes,1,no,unfurnished
4451000,7840,3,1,3,no,no,yes,no,no,1,no,furnished
4451000,7636,3,2,1,yes,no,yes,no,no,0,no,unfurnished
4442000,6723,4,3,3,no,no,no,no,yes,0,yes,semi-furnished
4438000,7184,3,1,1,yes,no,yes,no,yes,0,no,unfurnished
4427000,5757,2,2,3,yes,yes,no,no,no,0,yes,semi-furnished
4426000,6827,3,2,2,yes,no,no,no,yes,2,no,semi-furnished
4417000,1875,5,1,3,yes,yes,no,no,yes,2,no,furnished
4405000,5792,1,1,3,yes,no,no,no,yes,0,no,semi-furnished
4405000,4797,4,4,1,yes,no,yes,yes,no,0,no,furnished
4398000,3488,4,2,3,yes,yes,no,no,yes,1,no,furnished
4379000,8235,5,2,1,no,no,yes,no,no,1,no,furnished
4379000,6146,2,1,3,yes,no,yes,no,no,2,yes,semi-furnished
4373000,4974,4,1,2,yes,no,no,no,no,0,yes,semi-furnished
4369000,7943,1,1,1,yes,no,yes,no,yes,2,yes,unfurnished
4341000,6519,4,1,4,no,no,no,no,yes,0,no,unfurnished
4337000,9237,3,2,2,yes,no,no,no,no,0,no,unfurnished
4332000,6145,2,3,2,yes,no,no,no,yes,3,yes,semi-furnished
4327000,2425,3,2,4,yes,yes,no,no,yes,1,no,furnished
4319000,6194,4,1,2,yes,no,yes,no,no,1,no,semi-furnished
4317000,3178,6,2,2,no,no,no,yes,yes,0,yes,furnished
4312000,8024,4,2,2,no,yes,yes,no,no,1,no,unfurnished
4306000,4774,3,1,2,yes,yes,no,yes,no,2,no,semi-furnished
4303000,6459,3,2,2,yes,no,no,no,no,1,no,semi-furnished
4298000,5504,2,2,4,no,no,no,no,yes,2,yes,furnished
4294000,5277,3,1,2,no,yes,no,no,no,1,yes,furnished
4287000,7937,3,1,2,yes,no,no,no,no,0,no,semi-furnished
4286000,2956,3,3,4,yes,no,yes,no,yes,3,no,unfurnished
4283000,6561,3,1,2,yes,no,yes,no,yes,2,no,furnished
4272000,2772,3,1,4,yes,no,yes,no,yes,2,yes,semi-furnished
4269000,3977,1,1,4,yes,no,no,no,yes,0,yes,furnished
4251000,7966,4,2,1,yes,no,yes,no,no,0,no,semi-furnished
4242000,4343,4,2,3,yes,no,yes,no,no,2,no,unfurnished
4240000,8344,2,2,1,yes,no,no,no,yes,1,no,unfurnished
4239000,3329,3,2,4,yes,no,yes,no,yes,1,no,furnished
4238000,7376,2,1,2,yes,no,yes,yes,no,2,no,unfurnished
4232000,6138,6,1,2,yes,yes,no,no,yes,2,no,unfurnished
4230000,4917,3,1,1,no,no,yes,no,yes,0,yes,semi-furnished
4221000,9040,3,1,2,yes,no,no,no,no,0,no,semi-furnished
4218000,5821,4,2,1,yes,yes,yes,no,no,1,no,semi-furnished
4206000,5899,4,3,3,yes,yes,no,no,no,1,yes,semi-furnished
4199000,5540,4,2,3,yes,no,yes,no,yes,0,no,semi-furnished
4199000,5369,4,2,2,yes,yes,yes,no,no,0,no,furnished
4187000,6581,3,1,1,no,yes,yes,no,no,1,no,furnished
4186000,5868,5,1,1,yes,no,no,no,no,1,no,furnished
4183000,2041,3,2,2,yes,no,yes,no,no,3,yes,semi-furnished
4168000,5359,4,1,1,yes,no,yes,no,yes,0,no,semi-furnished
4159000,6998,2,1,1,yes,yes,no,no,no,1,no,unfurnished
4127000,5490,3,2,1,yes,yes,no,no,no,2,no,unfurnished
4126000,5094,3,3,2,yes,no,yes,yes,no,2,no,furnished
4121000,4655,2,1,1,yes,no,no,no,yes,2,yes,semi-furnished
4120000,7325,3,1,1,yes,yes,yes,no,no,1,yes,semi-furnished
4110000,3855,3,2,3,yes,yes,no,no,yes,1,no,semi-furnished
4108000,3460,4,3,1,yes,no,no,no,no,2,no,furnished
4106000,5160,5,1,1,yes,no,no,no,yes,2,no,furnished
4106000,6430,6,1,1,yes,yes,yes,no,no,0,no,semi-furnished
4104000,6499,4,1,3,yes,no,yes,no,yes,0,no,unfurnished
4100000,4754,4,1,1,yes,no,no,no,yes,0,yes,unfurnished
4099000,3192,3,2,2,yes,no,yes,no,yes,1,yes,semi-furnished
4098000,7782,3,2,1,no,no,no,no,yes,2,no,unfurnished
4096000,4600,3,1,2,yes,yes,yes,no,no,1,yes,unfurnished
4094000,6010,3,1,1,yes,no,yes,no,no,2,yes,furnished
4086000,7136,4,2,4,yes,no,no,no,no,0,no,unfurnished
4080000,7186,2,2,2,no,no,no,no,no,1,no,furnished
4080000,7189,3,1,1,yes,no,no,no,no,2,no,furnished
4070000,4218,2,2,2,yes,yes,yes,yes,no,1,no,furnished
4063000,8814,2,1,1,yes,no,yes,no,no,0,no,unfurnished
4058000,6434,2,4,2,no,no,no,no,no,3,no,semi-furnished
4057000,9210,2,3,2,no,yes,no,no,no,1,no,unfurnished
4055000,7652,3,1,1,yes,yes,no,no,no,1,no,furnished
4042000,4189,1,2,3,yes,yes,no,no,yes,1,no,furnished
4038000,3134,4,2,3,yes,no,no,no,yes,1,no,furnished
4037000,4561,3,1,1,yes,no,yes,no,yes,2,no,furnished
4033000,4659,3,2,1,yes,no,no,no,no,0,yes,unfurnished
4032000,4791,3,1,2,yes,yes,no,no,yes,2,no,furnished
4030000,6142,2,1,2,yes,no,no,yes,yes,1,no,furnished
4020000,4161,3,4,2,yes,no,no,no,yes,0,yes,unfurnished
3999000,3609,2,2,1,yes,no,yes,no,no,0,no,furnished
3996000,8305,1,1,2,yes,no,no,no,no,0,yes,semi-furnished
3987000,6754,3,1,2,no,no,no,no,yes,0,no,furnished
3987000,3314,4,1,4,yes,no,yes,no,no,1,no,semi-furnished
3980000,2480,3,3,4,yes,no,yes,no,yes,1,no,furnished
3972000,6118,2,2,3,yes,no,no,no,yes,1,no,unfurnished
3959000,5836,3,1,2,yes,no,no,no,no,1,no,semi-furnished
3954000,4723,4,1,3,yes,no,no,no,yes,0,no,semi-furnished
3953000,4892,4,1,3,yes,no,no,no,yes,0,no,semi-furnished
3951000,4395,4,1,3,yes,no,yes,no,no,1,no,semi-furnished
3948000,4573,3,1,3,yes,no,no,no,no,0,no,furnished
3947000,7037,3,4,1,yes,no,no,no,no,1,no,unfurnished
3945000,6543,4,2,2,yes,no,no,no,no,1,no,unfurnished
3945000,7238,5,1,1,yes,no,no,yes,no,0,no,furnished
3945000,8381,3,3,3,no,no,no,no,no,0,no,unfurnished
3943000,4397,3,2,2,yes,yes,no,no,yes,2,no,semi-furnished
3936000,5711,2,1,1,yes,no,no,yes,no,2,no,furnished
3933000,4521,3,4,2,yes,no,no,no,no,0,no,furnished
3923000,6738,4,1,1,yes,no,yes,no,no,1,no,unfurnished
3921000,2419,3,2,3,yes,yes,yes,no,no,1,no,semi-furnished
3920000,8916,3,1,1,yes,no,no,no,no,0,no,semi-furnished
3902000,6430,2,2,2,yes,no,no,no,yes,0,no,unfurnished
3902000,1804,4,2,2,yes,yes,yes,yes,yes,1,no,unfurnished
3899000,4104,3,1,2,yes,no,yes,no,no,3,yes,unfurnished
3895000,6626,4,3,1,yes,no,no,no,no,0,no,unfurnished
3895000,5980,3,1,2,yes,no,no,no,no,1,no,furnished
3890000,6386,4,1,3,yes,no,no,no,no,0,no,unfurnished
3890000,7113,1,1,2,no,no,no,no,no,0,no,furnished
