customer_id,gender,age_group,region,product_category,purchase_channel,platform,customer_rating,review_text,sentiment,response_time_hours,issue_resolved,complaint_registered
484,male,60+,west,books,online,reliance digital,4,"I have a 2nd generation Kindle and1st generation Kindle Fire. I hardly use those now. I also have an iPad mini, and an iPad Air. I like the Kindle Paperwhite because it's just for reading and so small, it hardly takes up any room in my purse. I enjoy reading novels on the Kindle PW especially with the backlight, more than I like reading on my iPad now.",positive,8,no,no
485,male,36-45,central,electronics,online,swiggy instamart,4,we love our fire tv. we highly recommend fire tv so much we cancelled our cable!,positive,36,yes,no
486,other,60+,central,electronics,online,snapdeal,4,It's good for the low cost. Good one to gift. Does the basic job..,positive,57,no,no
487,other,26-35,central,electronics,online,shopclues,5,So having this Amazon tablet for about a month or so it has its pros & cons let's be clear you aren't getting an iPad with amazing specs but you are getting an entry level tablet great for kids or for regular things like browsing the web & emails. the camera on here isn't really the best you're better off using a potatoe ha it's similar to the camera on the razor from back in the day. Watching videos on here is alright you aren't getting 1080p when I tired watching videos on higher resolution the videos would work correctly I think 720p was a little too much but then again could be my wifi connection but overall it's great for the price really easy to carry around & great for trips to keep any kid busy only thing I really didn't like was the ads on the home screen so for 50 sometimes even lower its a great pick really worth it ! remember it's a 50 dollar tablet compared to a 500-1000 tablet it's not going to be the same but it does get the job down (:,positive,37,yes,yes
488,male,60+,west,electronics,online,reliance digital,4,Only thing it doesn't have is a place to put Sim card for WiFi.went to us cellular for WiFi but they cont because this item has no were to put a Sim card,positive,13,yes,no
489,female,46-60,west,electronics,online,meesho,4,Listens to my every word and isn't insulted when i tell her she is dumb as a stone!,positive,49,yes,no
490,male,60+,south,electronics,online,tata cliq,5,Amazon TV is on par with Apple TV. I especially like toe original programming that Amazon offers.,positive,61,yes,no
491,female,60+,east,electronics,online,paytm mall,5,"The main reason I purchased this was because I like to annotate scriptures and insert personal notes or related notes to passages especially meaningful to me. It's much easier to insert comments now with the keyboard display than it was to insert comments on the old Kindle I have, so that was a huge bonus. The one draw back/gripe I have is the ""back"" triangle button. The scriptures I read have hyperlinks that take me to other scriptures, and before on the old Kindle, I could hit the back button and it would take me back to the previous page I was on. E.g., if I was on page 10, and selected a link to page 14, the back button would take me back to page 10. With this kindle, the back button takes you back to the library, and the previous page tap/swipe takes you back to the previous page, e.g., if I'm on page 10, and I take a link to page 14, it'll take me to page 13. The work-around that I discovered is using the bookmark function which is only slightly more time-intensive than the old Kindle back button. The only other concern I have is the battery life. If I'm going to enjoy some long reading without heavy annotation (e.g., reading fantasy), I'll probably use my old Kindle. If I want to do some serious annotation and cross referencing on different commentaries (e.g., scripture study), the new Kindle is the better bet. The commentaries I reference are PDFs - I could create a Kindle book out of them, but it messes up the tables in the PDFs, and I don't care for the PDF viewer that came with the Kindle because you cannot bookmark the PDF or annotate it. I purchased a very inexpensive PDF app called ""exPDF Reader"" which does everything I want with PDFs. All-in-all, the Kindle - Fire is a great tool and fits into my lunch box, so I take it everywhere. I read that others were concerned about it's weight, but I find it to be light. I'm used to reading door stopper books, and it is definitely more manageable than one of those. A pleasant surprise I had was the ""blue shade"" feature which enables me to read at night without worry of negatively impacting my sleep cycle/quality of sleep. You don't need a separate booklight for this like you do for the old Kindle, so that's a nice perk too.",positive,3,no,yes
492,female,36-45,central,electronics,online,reliance digital,5,Information and music and all you have to do is ask! Alexa is amazing!,positive,22,yes,no
493,male,46-60,west,electronics,online,paytm mall,5,I love my Alexa she is great. I can ask her guestions anytime and she will answer. I would buy this again,positive,5,no,no
494,male,26-35,central,electronics,online,jiomart,4,Bought this tablet for my 5 year old. She really enjoys it and has ease with working it. The only complaint I have is the charger insert has worn a bit over time.,positive,3,yes,no
495,male,36-45,south,electronics,online,flipkart,4,"I got this for basic internet access, reading kindle books and watching Netflix. Works great. No problems. Now, if you want to download a ton of shows, extra memory will be needed.",positive,33,no,yes
496,other,60+,west,electronics,online,ajio,5,Great speaker for around the house listening to music and asking questions,positive,13,yes,no
497,female,60+,south,electronics,online,bigbasket,1,The supplied Amazon Bluetooth remote control will not pair back with the main unit. This is the second one I bought with the same issue. Re-Pairing the remote is quite simple per the instructions but to no avail. Had to use a android remote with a usb dongle to operate the unit. Going through batteries like crazy trying to get it to pair back up no more than three inches from main unit.,negative,58,yes,yes
498,female,36-45,south,electronics,online,swiggy instamart,5,I am happy as i bought it for reading and it is good.,positive,60,no,no
499,other,60+,west,electronics,online,boat,4,Im happy with the over all uses of this tablet. It gives me comfort and easy to use. I even bought my mom one for mother's day. The tablet has a kids feature and my four year old daughter can watch and play with out changing my features.,positive,29,yes,no
500,female,18-25,central,books,online,others,5,"I have a previous version of the Kindle, but this one surpasses it in every way, from the resolution to the automatic brightness display. Recommend it highly.",positive,56,no,no
501,other,46-60,south,books,online,flipkart,5,I have purchased 3 of these tables still have them just handed them down one grandchild to the next will need another next year. They are tough the heavy rubber case really keeps them safe. Good product!,positive,29,yes,no
502,male,60+,south,electronics,online,tata cliq,5,The resolution is great and price is also well. Best tablet I. It's price range.,positive,57,no,no
503,male,18-25,west,books,online,snapdeal,5,This is my 3rd kindle but only because I've lost the previous ones. Can't imagine reading any other way.,positive,56,no,no
504,other,46-60,central,electronics,online,flipkart,4,The kids more expensive tablets died twice. Repair was more than the Fire brand new.,positive,28,no,no
505,female,46-60,central,electronics,online,snapdeal,4,"I got 4 of these tablets, one for each of the kids, and they LOVE them! I love that I can set time limits on it and that I could set it up that they have to read for 30 min before they can play on them. I also like that there are a ton of apps and books that are free.",positive,38,yes,yes
506,female,18-25,central,electronics,online,snapdeal,4,Great for my 12 year old for games and the like. Spending $15 at Amazon to remove ads is worth it. Don't like that you have to turn on tracking from some of the free games from the Amazon store.,positive,29,yes,no
507,other,60+,central,electronics,online,paytm mall,4,This tablet is really good for reading and may be used for some browsing. this is overall good deal for the price,positive,58,yes,no
508,female,60+,east,electronics,online,meesho,3,works great for the price.but it shoves amazon stuff down your hroat like the fire tv.and is linked to your amazon 1 click buy if you haveit set up that way.,neutral,45,yes,no
509,male,18-25,west,electronics,online,tata cliq,1,This is my 3rd kindle and my last-i'm moving on to something better!For me -following all packaging insert guidelines-they only lasted a year at the most.,negative,11,yes,yes
510,male,36-45,west,electronics,online,paytm mall,4,this is my first tablet/iphone. It was confusing to learn how to navigate. after a few days of fustrution and watch/reading help sections I figured it out. there are alot of feature and apps I have yet to explore. I use it mainly to read and watch movies at work. I like it very much.,positive,40,no,no
511,male,60+,west,electronics,online,nykaa,5,We had one and it was broken so I purchased another one.,positive,37,no,no
512,male,46-60,central,electronics,online,facebook marketplace,5,"The Amazon Echo is a great tool to keep around the house. We keep ours in the family room/kitchen area. Simply ask Alexa a question and she will provide the answer. Also, link up to Pandora or your Amazon music account and she'll play music for you. Good speakers as well..",positive,24,yes,no
513,male,36-45,west,electronics,online,ajio,4,"had a problem with my purchase, but Best Buy made it good, they are very good!",positive,29,yes,yes
514,male,60+,east,electronics,online,ajio,3,The Kindle works as it should and was inexpensive but has a short battery life,neutral,27,yes,no
515,male,46-60,west,books,online,swiggy instamart,5,"This is a great tablet for the money. It works for what I need it for; checking emails, downloading books and magazines. Great price and very lightweight. I was able to Facebook Messenger my sister who lives in Alaska, which is something I had not been able to do with my phone or my laptop. So I am happy.",positive,58,no,no
516,female,36-45,north,electronics,online,others,5,I bought 2 tablets. One for my oldest daughter an then one for my husband. Haven't had any issues with either. About to buy another one for my youngest now,positive,27,no,no
517,female,36-45,west,electronics,online,reliance digital,5,this worked real well. very satified.i was able to download other apps too,positive,7,no,no
518,female,18-25,north,books,online,ajio,3,Its a good tablet for my 6 yr old to play games and watch videos. Only thing is the charger doesnt stay in the port and battery doesnt last long,neutral,54,yes,no
519,male,46-60,north,electronics,online,ajio,3,"It is a good entry level tablet, especially if you already has Amazon prime.A lot of power for the price. The only consideration is that is only has 8g of storage.",neutral,67,no,yes
520,other,46-60,east,electronics,online,flipkart,5,"Amazon's Free Time is a great tool for parents, making this a very good tablet for young kids. You can control when the Kindle turns off at night and when it can be turned on in the morning. You can control how many hours it can be used before shutting down, or you can specify hours by activity--books, videos, and apps/games. You can even set goals, such as 1 hour of books before allowing videos and games. And you control exactly what content they can access. And when your kid's not using it, you can use it yourself with your own unrestricted profile.",positive,18,no,no
521,male,18-25,west,electronics,online,facebook marketplace,4,"Good tablet, satisfied. One point annoying...silk browser makes Yahoo email a list and have to tap HTML to read each one...Awkward.",positive,53,no,no
522,male,36-45,west,electronics,online,amazon,5,I love everything about this tablet! The imaging is sharp and clear. It's fast and light weight. Love it!,positive,40,no,yes
523,female,46-60,west,electronics,online,reliance digital,4,This is my second kindle. The first one stopped holding a charge. I don't know if that is a problem with the Kindle or not but I still love my Kindle.,positive,4,yes,no
524,male,60+,south,electronics,online,others,5,Bought for grandkids. They loved it and I'd recommend it to everyone.,positive,26,no,no
525,male,26-35,east,books,online,paytm mall,5,My wife reads a lot and thought this would be a good gift. Being a Prime member as well as her signing up for Unlimited she can be reading something anytime which gives me time to play video games!,positive,57,yes,no
526,female,26-35,central,electronics,online,croma,5,"This was a gift for my wife and she loves it, so needless to say so do I.",positive,57,no,no
527,female,46-60,south,electronics,online,paytm mall,4,It can convert your regular tv into a smart tv. Awesome,positive,45,no,yes
528,female,18-25,central,electronics,online,bigbasket,1,This product not good waste of money I would recommend it,negative,47,no,yes
529,male,60+,central,books,online,bigbasket,4,This kindle reader is light weight and easy on eyes. Its a good reader but can be better if its UI is improved and made fast.The builtin lights are good and offer a nice option to read in dark. its fro some one totally in to books and wants to have those in handy.,positive,29,yes,no
530,male,60+,west,electronics,online,lenskart,4,The 8 In Fire tablet does everything my nexus 7 tablet did; but also has the added benefit of expandable storage.,positive,10,yes,no
531,male,46-60,east,electronics,online,amazon,4,Easy to follow directions allowed her to set it up with me watching over her shoulder.,positive,15,no,no
532,female,36-45,central,electronics,online,others,5,We already had one Amazon fire tablet and liked it so much that we decided to purchase another for the grandkids to use when they come over.,positive,57,yes,no
533,female,18-25,north,electronics,online,facebook marketplace,4,This is a good tablet for kids who are starting off,positive,18,no,no
534,male,46-60,east,electronics,online,lenskart,3,This was easy to setup and easy to hand over to my 4 yr old. She loves the different games and apps that are available to her.,neutral,4,yes,no
535,other,26-35,south,electronics,online,jiomart,5,"Got my mom this kindle for her birthday, she absolutely loves it. Battery lasts long, good quality camera and easy to use!",positive,36,no,no
536,other,18-25,central,electronics,online,zepto,4,I bought this orange Fire Hd8 on Black Friday so it was at a great price. My husband likes it a lot. It was purchased as a replacement for his previous Fire 7 tablet that was having charging issues. I've heard of a several others having the similar issues so hopefully this model lasts longer and has an improved charging port.,positive,35,yes,no
537,male,18-25,north,electronics,online,amazon,5,Really impressed with the functionality of this device,positive,58,no,no
538,male,60+,central,electronics,online,jiomart,5,This is a awesome product. My husband and I love it.,positive,71,yes,no
539,male,46-60,north,electronics,online,boat,5,I had this kind of tablet before. I like it therefore I I purchased it again. I do recommend this tablet.,positive,55,no,no
540,female,46-60,east,electronics,online,jiomart,4,My little one loves all free apps.Shes quiet on long car rides when she brings along Fire table.,positive,71,no,no
541,female,36-45,central,electronics,online,jiomart,5,"Gave to my mom for Christmas. She had an older kindle, loves the fire, too. Has more features. She is happy.",positive,57,no,yes
542,other,36-45,south,electronics,online,reliance digital,5,Fun to use with the kids and works with a lot of products,positive,64,yes,no
543,female,36-45,north,electronics,online,meesho,4,This is great as a first tablet. It has Amazon underground for free apps. the only thing missing is no google play store:(,positive,57,yes,no
544,other,18-25,east,books,online,meesho,2,"It will not charge in USB on computer, have to take it in.",negative,59,no,yes
545,female,46-60,north,books,online,croma,5,Loving my Christmas gift - best gift that I've received in awhile. I love the ease of downloading books and having something new to read at any given time.,positive,17,yes,no
546,female,60+,east,electronics,online,reliance digital,5,This is a great item!!! You can ask her basically anything and she will let you know the answer. Even How much wood could a woodchuck chuck if a woodchuck could chuck wood.,positive,49,no,no
547,male,36-45,west,electronics,online,croma,5,I purchased these tablets for my grandchildren after purchasing 1 for another grandchild in October. They love them and their parents love being able to dictate how they use them.,positive,39,yes,no
548,female,18-25,west,electronics,online,bigbasket,5,We love these entry level tablets. We have bought at least ten of them for various family and friends.,positive,36,yes,no
549,female,18-25,south,electronics,online,croma,3,so far so good. I order two of these and they are working out great!,neutral,17,no,no
550,male,36-45,east,electronics,online,nykaa,5,"Well I don't have anything bad to say about the Echo! Alexa is always there to answer a question, tell me a joke, give the weather report or play my favorite music!! She sets a timer for me while I am middle of preparing dinner or baking, I love how it hears your voice over music or background noice and is ready for your commands!!",positive,47,no,no
551,other,60+,west,electronics,online,ajio,3,"The product has a $90 price tag and the 90 warranty is too short. My tablet died within a month. I took it to Best Buy where they said they don't handle the warranty, went to Amazon web site where they said go to the store where I bought the device. After much digging around Amazon web site I found out who would help me. I gave it a one star and Amazon helped me quick. We were able to get it going again, a manual would help. The device works again. I found the tablet to be very functional, I watch Netflix, listen to Spotify, watch YouTube videos, it works great!",neutral,48,no,no
552,other,26-35,south,electronics,online,croma,5,"Good sound, understands most of what you say, the ai needs a little. I will be purchasing the Apple home pod when it releases in December for better ai and better sound quality.",positive,21,no,no
553,male,36-45,west,books,online,amazon,5,Love the new light feature added. since 1st generation,positive,26,yes,no
554,other,36-45,north,electronics,online,lenskart,3,"This tablet is good to browse the web, check emails, watch youtube videos,... The screen is small but still bigger than any smartphone.It's a bit slow but it's a good bang for the buck.Big drawback: no access to google play and no support for chromecast if you want to cast to your TV.",neutral,13,yes,no
555,other,26-35,south,electronics,online,myntra,5,This item has allowed me to eliminate my cable. I love having any movie I want at my fingertips.,positive,44,yes,yes
556,female,18-25,east,electronics,online,meesho,1,Navigates easily. Many channels. Fast connection speeds.,negative,51,yes,yes
557,other,46-60,west,electronics,online,flipkart,4,Great value. I don't have any issues with this tablet. Some others mentioned ebooks were difficult to read but I don't have that problem. The storage is tight so I added a 64GB card to it. I use it every day.,positive,58,yes,yes
558,other,36-45,south,electronics,online,others,3,Has lots of ads and seems to be a little slow in response. Bought for my kids and they like it so I'm ok with it.,neutral,29,no,no
559,male,36-45,east,electronics,online,flipkart,3,Its ok for price point but it is heavily advertised to manipulate you to purchase more from amazon.,neutral,7,yes,no
560,male,18-25,north,electronics,online,zepto,5,"Set up was easy and I use it everyday. I check the weather, sport scores and play games with it.",positive,16,yes,no
561,male,60+,east,electronics,online,facebook marketplace,3,"I really love how this product works. It is fast and easy to use when the erthernet cable is connected to the router. The WiFi distance to the router is very poor. You almost have to put it next to the router. My TV is about 50 feet from the router and I am able to use nextflix WiFi without any lag, but the Amazon fire TV is not in range. It is in range right next to the router.",neutral,49,yes,yes
562,female,26-35,south,electronics,online,boat,5,Bought this for my grand daughter. Very easy to navigate. A very good price. No problems at all,positive,65,no,no
563,female,46-60,west,books,online,reliance digital,5,It's really good for reading and for having a small tablet. To browse with.,positive,15,no,no
564,female,46-60,east,electronics,online,zepto,5,"Had a first generation Nook, this was way more than I was expecting. Plus the Prime membership is worth it just for shipping !",positive,6,no,no
565,other,46-60,east,electronics,online,lenskart,4,I bought four of these for my kids and they love them,positive,46,no,no
566,other,46-60,west,electronics,online,nykaa,3,I am looking forward to getting to know this product better. it is not as plug and play as I thought,neutral,27,yes,no
567,male,36-45,west,electronics,online,others,2,Don't like the fact you have to have Amazon prime to use it,negative,26,no,yes
568,male,46-60,east,electronics,online,flipkart,5,One of the best purchases I have bought. I love this speaker and all the things it can do,positive,14,no,no
569,other,46-60,north,books,online,zepto,5,"I love this thing. I am a bit of a bibliophile and obsolutely love books. This isn't to replace books, but it makes stories more accessible. It's easy to use. Has great better life. It's perfect.",positive,24,yes,no
570,male,18-25,west,electronics,online,tata cliq,3,once I learn how to use all of the apps I am sure I will enjoy it more but I do have trouble scrolling,neutral,5,yes,no
571,other,36-45,west,electronics,online,nykaa,3,As a starter tablet for a child this is great because it offers everything the more expensive tablets offer and it is very affordable. I wouldn't recommend this as a full service tablet because of it's speed,neutral,35,yes,no
572,male,36-45,east,electronics,online,zepto,5,"I bought the Echo for my wife. She absolutely loves it! She mostly has it play music, but even the grandkids like to ask it questions like jokes.",positive,69,yes,no
573,other,18-25,central,electronics,online,shopclues,5,"I bought this for my Mother because her Nook wasn't working any more. Although it took her a little while to adjust to the new device, she really enjoys it!",positive,35,yes,no
574,other,46-60,west,electronics,online,others,5,Very easy installation. Picture quality is great and no lag at all.,positive,42,yes,no
575,male,26-35,central,electronics,online,zepto,5,Man. I was blown away with this. The voice recognition in fantastic. Answers almost all questions. Very helpful.,positive,46,yes,no
576,female,26-35,central,books,online,boat,4,Great sales support. Called store beforehand and held product for pick up the same day.,positive,34,yes,no
577,male,26-35,south,electronics,online,facebook marketplace,5,"Fun to play With. Smart and innovative, great deal after thanksgiving.",positive,59,no,no
578,female,46-60,central,books,online,myntra,1,This is honestly a little expensive. And I can find other ways to charge my devices.,negative,24,no,yes
579,other,18-25,south,electronics,online,paytm mall,5,"It's the perfect tablet for a the price, does everything a more expensive tablet does.",positive,49,yes,no
580,male,36-45,east,electronics,online,swiggy instamart,5,it's easy to set up and start enjoying Amazon Prime.,positive,27,no,no
581,other,46-60,west,electronics,online,flipkart,4,I have been trying to cut the cord on cable/dish for a while now. This definitely makes it much easier and I'm saving a few bucks. However it does have some glitches. Every once and while it will freeze but it is very uncommon and could be my internet and not the box. I can't dock it too many stars. Would still recommend.,positive,40,yes,no
582,other,60+,central,electronics,online,flipkart,4,Not that great but a good tablet. No problems yet.,positive,58,yes,no
583,male,60+,north,electronics,online,lenskart,2,"Purchased Amazon Fire TV due to previous reviews stating that it performs fast with PlayStation Vue. Tried it out for a month and all it did was constantly buffer. Checked my internet speed and router/modem and I have the fastest 1GB speed available. Reviews on PlayStation Vue state that Roku interface is not as good, so I purchased Amazon Fire Stick to determine if it has better performance. Love the Amazon Fire Stick. Extremely fast and no buffering with online streaming with PlayStation Vue on the Amazon Fire Stick. Save your money and get the stick.",negative,55,yes,yes
584,other,36-45,south,electronics,online,shopclues,4,If you are a Prime member its a good little speaker to have. Need WIFI or Hotspot.,positive,42,yes,no
585,male,60+,north,electronics,online,myntra,1,This device plays on the fact that you must subscribe to their stuff or this is just a empty cylinder that tells you the weather and that's it. And even then there is a subscription required for everything. Google Home at least plays general music lists and a number of other key actions.,negative,60,no,yes
586,other,18-25,east,electronics,online,lenskart,5,I have several kindles and so this time I choose FireTV. It is good quality and it works as promise.,positive,8,no,yes
587,other,60+,west,electronics,online,myntra,4,"This tablet works really well, but the pictures, etc. appear a little small but overall this is a good table. It does what I need and I got it at a great price!",positive,35,yes,no
588,other,46-60,west,electronics,online,shopclues,5,I purchased this product for my youngest son! He loved the color and the size. The storage is great for the number of activities that he has downloaded!,positive,31,yes,no
589,female,26-35,west,electronics,online,myntra,5,Purchased this for my mother for Mother's day. It was very easy to set up and very easy for her to use. Great buy and value.,positive,9,yes,no
590,male,36-45,central,electronics,online,bigbasket,2,"So sorry I bought this, had to change its wake up name to echo from Alexa it wouldn't answer to Alexa, on a scale of 1-10 with 1 being terrible I'll rate it a 2 most of the time didn't know how to answer or didn't understand the question, did all the self help and with amazon customer service am ready to return it",negative,43,yes,yes
591,male,18-25,east,electronics,online,croma,5,This was a gift for my kids. They love them. Easy to use and lots of great apps!,positive,49,yes,no
592,male,26-35,north,electronics,online,swiggy instamart,5,"Love it. Use it everyday, and enjoy the books I have read on it.",positive,2,yes,no
593,male,18-25,north,electronics,online,swiggy instamart,3,"Bought this hoping for a cheaper version of iPad. Not familiar with OS. overall, not excited about it",neutral,62,yes,no
594,male,46-60,central,electronics,online,nykaa,4,Best Amazon app for purchasing thinks. More memory card use 64 gb or more,positive,31,yes,no
595,male,36-45,central,electronics,online,bigbasket,4,It's easy to operate pluse is good price range. It's great for teens.,positive,19,yes,no
596,female,18-25,east,electronics,online,nykaa,5,"Don't know why I waited so long to purchase this! Thinking about cutting the cord to cable,( pricing is way to high.) Purchase of the fire tv is the first step. I love it there is so much to do. I am a prime member so a lot is included with my prime membership. Movies, tv shows and music, I just can't get enough. It has lived up to an d surpassed my expectations.",positive,17,yes,no
597,female,18-25,south,books,online,paytm mall,3,Nothing too special or complicated. Fills the need.,neutral,11,no,no
598,female,18-25,west,electronics,online,meesho,5,good product for a best price! highly recommended! 4K supported!,positive,61,yes,no
599,male,18-25,central,electronics,online,facebook marketplace,5,"I purchased this for my fiancee for her Christmas present and she loves it. It's got great picture quality, excellent audio and great response/reaction time!",positive,47,yes,no
600,other,26-35,north,books,online,bigbasket,4,"Its a great tool, however it was hard to use in the beginning. Not sure what happened but I had a hard time connecting to the WiFi at the hotel I was stating at.",positive,59,yes,no
601,other,46-60,north,electronics,online,myntra,4,"For $35, its worth. The user interface is bit difficult to use and touch screen response is not as expected.",positive,5,yes,no
602,male,18-25,central,electronics,online,facebook marketplace,4,"Bought this as a gift for mother's day, after her several attempts to use lower quality tablets that died quickly. She likes the size for her hands. Convenient for her to carry and use. Quickly gets email and plays her games.",positive,61,no,no
603,other,60+,north,electronics,online,nykaa,5,Really like to read ebooks on the Kindle. The contrast is perfect so there is no strain on the eyes. The smooth feel gives a good user experience.,positive,66,yes,yes
604,female,46-60,north,electronics,online,reliance digital,5,"For under $50 you can read books, watch TV or play an endless assortment of free apps. Battery life is excellent. Great investment!",positive,28,no,no
605,female,36-45,east,electronics,online,boat,3,It freezes up a lot but it's great for reading. Not meant for other apps.,neutral,22,no,no
606,female,26-35,south,books,online,croma,5,I love my Kindle Paperwhite. I can read at night without my eyes bothering me. The builtIn light is an awesome feature. The screen looks just like the pages of a book.,positive,17,yes,no
607,other,26-35,east,electronics,online,flipkart,3,"Doesn't understand some commands or Questions,but good overall",neutral,64,no,no
608,male,60+,east,electronics,online,boat,5,I bought this to replace a damaged much more expensive tablet of my daughters. Great item and just as nice as the more expensive one. She absolutely loves it.,positive,55,yes,no
609,male,18-25,north,electronics,online,shopclues,5,I love the Tablet. It was for a gift but I have purchased a few of them..,positive,55,yes,no
610,male,18-25,west,electronics,online,boat,5,This was bought for my daughter and she has not stopped playing with it since she get it. I highly recommend this easy to use tablet.,positive,7,no,no
611,male,60+,east,books,online,jiomart,5,Like it better than the keyboard one. No need for a case with light the brightness adjusts which makes it nice.,positive,60,no,no
612,female,18-25,east,books,online,croma,5,Awesome! Perfect for all readers. The backlight is great for reading in bed.,positive,11,yes,no
613,other,26-35,central,electronics,online,myntra,5,This was the best thing to happen for me and my family with the way you can set up the kid mode is awesome and the overall functionality of it is very easy,positive,2,yes,no
614,male,18-25,west,electronics,online,zepto,5,"Amazon Echo is i great device to assist in home automation. I use it to turn on lights, arm my security camera and set thermostats. Also great with Amazon Prime for music.",positive,4,yes,no
615,other,36-45,north,electronics,online,snapdeal,5,Great features and easy to use. A must buy for Prime members.,positive,50,yes,no
616,male,18-25,south,electronics,online,nykaa,2,"I got this so my son would have something to watch movies on while on a long car trip. It does that, barely. The $50 I spent for it was worth it. If you get an SD card for it you can load and watch movies. The Wi-Fi sucks and it sometimes doesn't stream movies from Netflix. Forget about YouTube.",negative,19,no,yes
617,other,46-60,central,electronics,online,paytm mall,5,Whenever I see an item in the store and the price seem a bit cheap I begin to get very cautious. I ask many questions of other users. Thankfully after having bought this kindle for my nephew he and I have been elated ever since .,positive,62,no,no
618,male,36-45,north,electronics,online,others,4,Great for games and information on daily events and weather,positive,20,yes,no
619,male,46-60,north,electronics,online,reliance digital,4,"If you dont mind taking a few extra steps to download programs then its great. We got rid of cable and have amazon instead. Also love the voice command, just wish game controller wasn't so much the systym was 99 and the game controller is 50.",positive,10,yes,no
620,male,18-25,north,electronics,online,facebook marketplace,4,I have this and I also have a Roku in my den. They both have their pros and cons. I do not use the remote which came with it. I use my harmony remotes to control the devices. I also have an echo. I like the front end on the Fire TV better than the Roku. The biggest con for me is the Fire TV doesn't have the VUDU app.,positive,33,yes,no
621,other,46-60,north,electronics,online,myntra,5,Small enough for a purse and works great. I would recommend memory card.,positive,54,yes,no
622,female,36-45,west,electronics,online,paytm mall,2,"Not much need for this thing, good price, but makes one wonder if they were on sale because they really don't do much and it would make a good gift for a youngster just getting started with a tablet. Not impressed at all.",negative,39,no,yes
623,other,36-45,north,electronics,online,amazon,3,For books games and internet it's perfectSound is a ittle weak,neutral,16,yes,no
624,female,46-60,north,electronics,online,paytm mall,5,Great tablet Very good put together and easy to use Greatest for gaming,positive,55,no,no
625,female,46-60,north,electronics,online,boat,4,"Like the product, takes a little time to restore previous data",positive,25,yes,no
626,other,36-45,east,electronics,online,facebook marketplace,5,"I purchased this for my 8 year old son, and he loves it. He can read his favorite books and play his games. Great for both education and games!",positive,67,no,no
627,female,36-45,central,electronics,online,facebook marketplace,5,The Amazon Firebox process a lot faster then the fire stick. Both product is good. I connect the box to my router and it zip to Netflix in a zap.,positive,51,no,no
628,other,18-25,east,books,online,tata cliq,5,Simply put its exactly what I expected. I've had zero problems with it,positive,15,yes,no
629,other,60+,east,electronics,online,jiomart,4,Great Device and Great Value for the price that is paid. Perfect for reading ebooks and general internet activity.,positive,12,no,no
630,other,60+,south,electronics,online,paytm mall,5,Need to buy a tablet for my Mother as a Christmas gift. Functionality is great and she uses it for all her online needs,positive,50,no,no
631,other,46-60,central,books,online,zepto,4,Decent.......................................................................,positive,17,yes,no
632,male,60+,west,electronics,online,boat,5,Every app that I needed with no problems. No other app runs as well for the price.,positive,64,no,no
633,male,60+,west,electronics,online,others,1,"i bought two fire tv boxes and both of them have problems, the problem is that the remote suddenly stops working and then it comes back and works, sometimes it takes a few minutes for it to start working. That never happen with the roku",negative,68,no,yes
634,female,36-45,north,electronics,online,paytm mall,5,"When I bought the Echo back in 2014. My wife hated it and said she will never talk to inanimate objects. Fast forward 2017 and we use it to turn off lights, turn on the tv, set the thermostats, listen to music, and even as an intercom system. The echoes are the center of our home automation. The only negative I can see is that sometimes I do feel that it's always listening to every conversation but I guess there is a mute button for that.",positive,28,no,no
635,male,36-45,north,books,online,ajio,3,I have a Paper White 1 and 2. Honestly it is difficult to justify double the price value. I certainly like most added features but not sure its worth the extra money. To note it operates great just not sure its worth an upgrade to the latest greatest.,neutral,69,yes,yes
636,female,60+,west,electronics,online,flipkart,5,"I'd been looking for a decent table radio for a very long time. Best Buy had a Deal-of-the-Day on these and I thought, what the heck, here's a table radio you can talk to. It does a whole lot more than that, and there is quite a learning curve, not so much in how to use it, but to learn what all is available for it and then how to make that functionality useful. The sound quality is easily that of a good table radio and aside from telling it to play a radio station I can play tons of stuff from Prime Music online and add skills whenever I need them from the skills store. (All the skills I've seen so far are free so ""store"" is kind of a loose term.) It responds to your voice immediately and is easier to use than Siri or Cortana. With all the alarms, timers, shipment trackers, wall street reports, entertainment updates, etc, it's like living with a gifted, less snooty concierge. I like it and would buy another if this one ever broke.",positive,13,no,no
637,other,46-60,south,electronics,online,swiggy instamart,4,Great product for the price. I got it for my kids during thanksgiving and they love it,positive,13,no,no
638,female,46-60,east,electronics,online,croma,5,Work as expected Would recommend to a friend good product,positive,26,yes,no
639,male,26-35,north,electronics,online,meesho,5,"I bought 1 of everything. Like this one the best. VERY good sound, grab it off the base and take it to another room or outside and enjoy the music.",positive,14,no,yes
640,female,60+,central,electronics,online,snapdeal,5,"Nice size, very clear video. Lots of great apps! Excellent price.",positive,60,yes,no
641,other,26-35,south,books,online,bigbasket,5,"Love the ability to read in sunlight, create files.",positive,50,no,no
642,male,46-60,central,electronics,online,myntra,5,"My daughter loves it! She uses it with ease, which makes me an mommy very happy. No complaints. I would definitely recommend this product to a friend. Very helpful employees at Best Buy as well.",positive,3,yes,no
643,female,26-35,central,electronics,online,lenskart,5,"This is a great tables for browsing the net, reading or listening to music. However when moving to video apps like YouTube, crunchyroll (to name a few) the video will either not play or the app won't show on the home screen. You have to do with videos provided by Bing.",positive,44,no,no
